txtid	date	year	settlement	county	from	to	soc.stat	hit
								 !Az mely asszonynak mondotta vala,  || hogy kéri,  || azután való vasárnap,  || hogy Jóboru Bálintot  [[temetik  vala,  ||]]  ott {áll vala }az is az Vargané,  || kinek az pórist {kéri vala.  ||} 
								 Ugyanezen Szemétbirónénak az anyja is ott ellenben  [[áll  vala,  ||]]  és nem várá,  || hogy elvégezzék az ének,  || hát indula leányostúl.  || 
								 Úgy szólék Lakatos Tamásnénak,  || hogy jönne el velem  || és kérdenők meg,  || kinek  [[kéri  vala ]] a pórist.  || 
								 Szólitám, || hogy: „Te asszony, miért  [[kéred  vala ]] tőlem a pórist?”  || 
								 Mondék: || „Lám, most is ott  [[áll  vala ]] mellettem a Vargané,  || és nincs azféle nyavalyája.”  || 
								 Ezt is tudom,  || hogy Katonai Mihály uramat polgárságra választák,  || másodnap az ő szegény felesége  [[hí  vala ]] ebédre bennünket.  || 
								 Vermes Ambrus vallja:  || Egkor jöve hozzánk Zeles Miklósné  || és a gazdám@ asszontól  [[kér  vala ]] szitát.  || 
								 Albert Imre vallja:  || Az feleségem gyermekágyban  [[fekszik  vala,  ||]]  és ketten éjjel bejövének boszorkányok,  || és az eggik {\!azt}{%ez} {%Zelesné} {%képő} vala.  || 
								 Ezt  [[mongyák  vala,  ||]]  hogy aluszik,  || a másik,  || hogy nem aluszik,  || 
								 a gyermeket  [[nézik  vala,  ||]]  {%és} {{%reá teszik} {%vala} }{%kezeket}.  || 
								 Egykor esmég nappal beteg valék  || és semmit nem  [[aluszom  vala,  ||]]  hogy ez {\!Zeles R}Zelesné képébe reám jövén, megnyomá a mellyemet,  || és egyet sem szólhaték,  || és azután sokáig lők beteg.  || 
								 Váltig  [[akarok  vala ]] szólani,  || és én magam is emelkedni,  || de nem lehete{\!vegye}.  || 
								 Colossy Mihály vallja:  || Úgmint három esztendeje vagyon,  || [[ jő  vala ]] haza a csordából tehenem,  || még ingjem sem érte vala ez Zelesné házát,  || bőgni kezde,  || és tére ez asszony házához.  || 
								 Elhajtá, || de az udvaron sem  [[maraszthatom  vala ]] meg,  || az kapunak nekiment.  || 
								 Philep Benedek mind az két részre vallja:  || Az én feleségem !valami {\!vajat}köpüllött,  || vajat  [[olvaszt  vala,  ||]]  azonközben ez Zeles Miklósné juta oda,  || és kérdé feleségemet,  || mit főzne?  || 
								 Csaplar Vincéné Orsolya vallja:  || [[ Jövök  vala ]] az szőlőből,  || és szememmel látám,  || hogy füsti vagyon ez Zeles Miklósnénak,  || mert az ajtón is {jő vala }füst.  || 
								 Eppel Krestelné penig vajat  [[kepül  vala.  ||]]  
								 Venkler János látta,  || hogy a pásztorné  [[kihajtja  vala ]] az {\!te}csordát eg reggel,  || tavaly vala.  || 
								 Egry Ferenc {\!vallja}felesége{\!steól} {%vallja}:  || Mikor ezen gyermekünket atta volna az Isten,  || {\!Philep Jánosné volt}éjjel {\!felis}éféljkorban nagy sok macska jöve be házamba  || és semmit nem  [[aluszom  vala,  ||]]  és renddel mind az asztal melljékét beülék.  || 
								 Mikor penig a gyermeket elvötték volna mellőllem a macska képiben,  || hozzá üték,  || és úgy megnyomának osztán,  || hogy a gyermeket nem  [[hagyom  vala,  ||]]  hogy ingyen sem tudom  || mint voltam.  || 
								 Erzengiarto Gyárffás vallja:  || [[ Perlek  vala ]] a feleségemmel a szentszéken,  || és mikor künn volnánk  || bemenék a törvénybe,  || szóltam, || de én magam sem tuttam,  || mit szóltam,  || mert itt künn háromszor került volt meg ez Zeold Ambrusné.  || 
								 Felfogá a bölcsőből az {\!eszten}gyermeket,  || és  [[kéri  vala ]] a feleségem,  || hogy ne óggya fel.  || 
								 Eljöve esmég  || és szegődségre kénszeríte,  || két forintot  [[kér  vala,  ||]]  és másfél forintban alkuvám meg.  || 
								 Mikor híttuk volna mennyegzőbe,  || egy pénzt  [[akar  vala ]] nekem adni,  || és el nem vétetheté soha velem.  || 
								 Erzsébet, Kochis Györgyné vallja:  || Monostor uccában  [[lakunk  vala ]] urammal zsellérül,  || és szinte mellette laktam ez Lakatosnénak.  || 
								 Egkor az gazdaasszony kihíva  || és mutatá,  || hát ez Lakatosné a mi kertünkbe vagyon  || és háromszegű lepedővel  [[hajtja  vala ]] Szent György estin a harmatot.  || 
								 Én penig így járék,  || hogy csak hamarsággal egy vosárnapon  [[ülök  vala ]] az ház előtt  || és két lovunk vala az estállóba.  || 
								 Zabo Gáspár vallja:  || Az anyám ez Lakatosné mellett  [[lakik  vala,  ||]]  én is ott voltam.  || Mikor hárman a társasággal lefeküttenek volna pitvarban,  || az két társom elalvék,  || én még nem {aluszom vala,  ||} és valaki !megeoteoze !mindnyájan.  || 
								 Azutánn is mintegy három hét múlva mondá:  || „Szomszéd, miért  [[akarsz  vala ]] meghagítani,  || bizony soha többször az ujjoddal nem {varrasz vala!”  ||} 
								Másnapra virradólag, || hogy az gyermek így  [[kiált  vala,  ||]] tekintém || és hát megvesztette vala a karját.  || 
								 Varga György vallja:  || [[ Aluszom  vala ]] éjjel,  || felserkenék, || hát az eggik karom erőssen fáj, úgy annyéra,  || hogy a másik karommal emelém fel.  || 
								 Anna, Kerekes Györgyné vallja:  || Ez Lakatosné házánál  [[lakunk  vala ]] zsellérül,  || vocsorára leülénk  || és immár öttünk vala,  || s mond@ ű nekünk:  || „Vocsoráltok-e, fiaim?”  || 
								 Azután másnap fejni kezdém  || és csak ganéjlik  || és  [[vizellik  vala,  ||]]  másnap is csak víz jöve tőlle.  || 
								 Kozma Molnárné vallja:  || Jöve hozzám ez Lakatosné  || és tejet  [[kér  vala ]] tőllem.  || 
								 Nem  [[akarok  vala ]] adni,  || mert hallottam,  || hogy gonosz asszony  || és féltem tőlle.  || 
								 Ágota, Varga Lőrincné vallja:  || Az én udvaromon  [[tilolok  vala,  ||]] és || mikor éjjel éffélykort is ott dolgoznám,  ||hallék egykor nagy ropogást, || mintha köves úton jőne száguldva egy szekér az Keomal felé.  || 
								 Addig hallgatám,  || hogy {\!szinte}az Zamosson általjövének  || és ez Lakatosné házára jövének  || és az pitvarába bejövének,  || de nem merém nézni,  || mert igen  [[félek  vala.  ||]]  
								 Ott  [[ülök  vala,  ||]]  mihelt elszunnyottam,  || mingyárást úg teccett,  || mintha a Lakatosné előttem állana.  || Maga nem aluttam,  || mert az méh zengését jól hallottam,  || de senkit nem láthattam,  || hogy feltekintettem.  || 
								 Így járék velle,  || mert reá tudok gyanokodni,  ||mert || mihelt  [[behunyom  vala ]] szememet,  ||mingyárást ott {láttatik vala }teremni. || 
								 Anna, Huzar Ferencné vallja:  || Ezt hallottam Kadar Jánosnétól  || mondván nekem:  || „Jó Anna asszony, ím a Vargané annyát  [[kérem  vala,  ||]]  hogy ne hadna,  || gyógítaná meg a lábomat.  || 
								 Roma János vallja:  || Az Keozep kapuban  [[lakom  vala,  ||]] és csak ottan hamar, || hogy odaállék egy délkort  ||{ aluszom vala,  ||}megérzém, || hogy a lábom fájni kezde,  || felugrám || és hát ugyan igen fáj.  || 
								 Egy kiföldi asszony mikor bekötte volna:  || „csak egyedül  [[fekszem  vala ]] a házban,  || és egkor délbe háromszor nagy erőssen rugák az ajtót,  || de senkit nem láttam.  || 
								 Grusz István vallja:  || Az Aztalos Péter házánál  [[lakom  vala,  ||]]  ott kezdék nég pénzen egy bort,  || ott {jő vala }az Vargané annya,  || három pénzen {kér vala }eg ejtel bort,  || de nem ígirém,  || hanem mondá,  || hogy: „No, ne aggy, bátor!”  || 
								 Ezt csak magában  [[mongya  vala,  ||]]  és a leánya megszólítá,  || hogy ne bolondoskodnék,  || és a leánya köté be is.  || 
								 ő azt  [[mongya  vala,  ||]]  hog ötvenkét pénzbe volt a szerződés  || és haragutt.  || 
								 Erzsébet, Lakatos Benedekné vallja azont,  || mert ott volt,  ||és || mikor szépen  [[kéri  vala ]] Kadar Jánosné, mutatván a lábát,  || hogy az Istenért is gyógítaná meg,  ||azt felelte mingyárást az Vargané anyja: || „Ehj, tudod-e,  || hogy a tizenkét pénzt is nem adád meg!”  || 
								 A gyermek osztán !nem hala,  || és szinte halálakort eg csont  [[néz  vala ]] ki a gyermek fejéből.  || 
								 Zsuzsánna, Varga György felesége, az Fazakas István leánya ezt vallja:  || Hozzánk jött vala elein ez Katalin asszony lakni zsellérül,  || a hátulsó házunkba  [[laknak  vala.  ||]]  
								 Eg jó kedves tehene vala az anyámnak,  || és annak eg öreg borja vala,  || kit az anyám ugyan fel  [[akar  vala ]] nevelni,  || hogy jóféle vala.  || 
								 Betére az Kutos házához előttem,  || és ott is  [[szól  vala,  ||]]  de nem hallhatám.  || 
								 Nagy Antall vallja:  || Filemmel hallottam,  || hogy a szegény Fazakasné ezt  [[kiáltja  vala ]] az Vargané annyára,  || mondván sok jámbor hallottára:  ||„Ím, || úgmond, ||ez éjjel a boszorkány essez kurva ennem hozott vala egy tálacskába, || a fal felé valék arccal,  || és monda:  || »Fordulj elé,  || ím enned hoztam!«  || 
								 Orsolya, a felesége vallja:  || Ezt tudom,  || hogy egy Zsófia nevő húgomat  [[tartom  vala ]] házamnál,  || az lábát megveszték,  || és a keze is elszárada,  || az erejét elvötték vala.  || 
								 Az leánytól hallottam,  || hogy azt monta neki:  ||„Tudod-e, || úgymond, ||hogy  [[kérlek  vala ]] Zamosfalwan, || hogy megvárj?”  || 
								Azután való harmadnap, || mikor semmi nyavalyája nem volna,  || [[szappanoztatok  vala ]] velle || és {\!k}mondani kezdé ezt:  || „Ím, asszonyom, nem tudom,  || mi lelé a lábomat,  || mintha egy kést üttenek volna most a lábomba.”  || 
								 Igen  [[mongya  vala ]] a leány,  || hogy őneki semmi nyavalyája nem volt,  || sőt harmadnapja volna ma,  || hogy a fűzbe lött volna.  || 
								 De az vénasszony ugyanazt mondá,  || hogy a fűzbe esett rajta,  || és  [[kér  vala ]] fl. 3 tőlle.  || De az szegény leány nem ígiré annyát.  || 
								 De {\!ő ne}én esmég ezt vallhatom,  || hogy  [[beszélli  vala ]] Chiszar Ágostonné,  || hogy megfenyegeti egkor az Katalin asszony,  || és azután hamar az lába megnilallik,  || és megvész.  || 
								 Előjöve onnét  || és azt mondá:  ||„Ím, || úgmond, ||az én fiacskámat  [[keresem  vala ]] itt.” || 
								 Ezenközbe a gyermeket onnét a tűzhely mellől a feleségem felvevé,  || mert közel vala a Varganéhoz,  ||és, || hogy a kezénél fogva  [[viszi  vala ]] a feleségem,  ||mingyárást elkezde esni a gyermek lába, || és a gyermek sivalkodni kezde,  || és hamar ellhala,  || és elváltozék csodaképpen.  || 
								 Mivelhogy az gyermeket még akkor is  [[féltjük  vala ]] a Vargané{\!től} annyától,  || elbúsulék ez nyilvánvaló eseten,  || és verni {akarom vala }csak szándékkal,  || de esmég megmértékelvén magamat, elhagyám.  || 
								 Így járék azért akkor,  || és valóban ez Katalin asszonra gyanakodom,  || mert soha a gyermeknek ollyan nyavalyája nem volt,  || sem lött azután,  || hanem úgy esék rajta,  || hogy mellette  [[forgódik  vala ]] a gyermek.  || 
								 Márton, Thakach György fia, {\!vallja}Takach István szolgálója vallja:  || Szememmel láttam ezt,  || hogy ez Vargané annya egy nagy fekete disznó alá állott,  || és úgy  [[feji  vala,  ||]]  és az disznó igen állja vala,  || és az uramnak is megmondám.  || 
								 Ekkert Mihály vallja:  || Szememmel láttam,  || hogy ez Vargané annyának aminemő hitván kertecskéje vagyon,  || ott vala,  || és egy támasz mellett  [[áll  vala,  ||]]  lehajlott vala,  || és az eggik kezepe eg cserép lévén,  || a cserépbe {nyúl vala  ||} és úgy {keni vala }a támaszt.  || 
								 {\!elég}Elmenék mellette  || és ugyanúgy  [[keni  vala ]] mégis,  || egy ölnyére alig voltam tőlle.  || 
								 Barat Péter uram vallja:  || Hallám, || hogy Nagj Zombatba ezt  [[beszéllik  vala:  ||]]  „Ím, az gonosz ember mit cselekedett, {%a} {%Feoldesy} {%István},  || a mi kalmárinknak úttját megállotta,  ||és marhájokba, || amennyit akart,  ||ellvött.” || 
								 Engemet is  [[kérdeznek  vala,  ||]]  ha talála volna reám,  || és ha láttam volna,  || vagy valami hírt hallottam volna felőlle,  || de én semmit nem láttam abban,  || amit cselekedett.  || 
								 Katalin, Keomiwes Mihálnál szolgáló vallja:  || [[ Szappanozok  vala,  ||]] és a szappanozás felett || úgy tetwek,  ||mintha egy nyást üttek volna lábamba. || 
								 Váltig  [[mondom  vala,  ||]]  hogy énnekem semmi nyavalyám, sem esésem, {\!se l}sem egyéb nyavalyám nem lött,  || de ugyanazt mondá,  || hogy valahol jártam,  || de az fűzben esett rajtam.  || 
								 Maga én  [[kérem  vala,  ||]]  hogy itt künn velem hálljon,  || de ő azt mondá,  || hogy az balhaktól itt künn nem nyughatik.  || 
								 Aztalos Bálint vallja:  || Láttam, || hogy az {\!legyen}Teolcheresné  [[fenyegeti  vala ]] Kis Gáspárnét,  || feddi es vala,  || hogy el ne vigye leányát,  || mert szegődött szolga volna ott.  || 
								 Mondá erre Ézsaiásné:  || „Azt én meg nem tagadom,  || ha hetvenhétszer megesketnének is,  || de azt mondom,  || hogy azon  [[kérsz  vala ]] te engemet,  || hogy az Veres Andrásné és az Teglasné ganéjába vigyek neked!”  || 
								 Mikor egykor házam előtt ülnénk Keoreossi Péternével,  || [[ jő  vala ]] azon elé Boba Erzsébet, az annya,  || és nézni kezde az Boba Katus házára,  || és {\!rea}az házra mutatván, így kezde szólni:  || „Vaj, te ördög háza, ördög {lakik vala }tebenned,  || de mostan szegény zsellérek laknak benned!”  || 
								 Hallottam az annya szájából,  || hogy egykor ott  [[megyen  vala ]] elé az én házam előtt,  || és az leánya !Baba Katus házára {mutat vala,  ||} és így {szól vala:  ||} „Vaj, ördögök háza, ördögök háza, ördögök {laknak vala }tebenned,  || de most szegény zsellérek laknak.”  || 
								 Theoreos Antalné Anna asszony hiti után vallja:  || [[ Árulok  vala ]] az piacon ennek@ előtte úgymint három héttel,  || 
								 azt mondá,  || hogy „Veres Andrásné házához  [[küld  vala ]] valamit tőllem,  || hogy el nem viém,  || azért vere.”  || 
LobkPopp. 12.	1630-05-31	1630			Csáky Anna Franciska	Poppel Éva	nemes	 bizoni dolog  || en nagi sziuem szerint  [[kiuanom  uala  ||]]  hogi Nagyságod az Giullessen@ is it Posoniban let Volna.  || talam öciem Vramnak@ is nem törtent Volna ez az niauoliaia.  || 
LobkPopp. 32.	1633-12-21	1633			Poppel Éva	Batthyány Ádám	nemes	 Kérlek fölötte igen edes Fiam,  || Az Purgoltot ualamj két uagÿ három napra bocsásd ide hozzám,  || edgÿikért azért  || hogÿ örömest eret vágatnék magamon,  || Másikért ezért,  || ma ugÿ jártam,  || hértelen  [[állok  uala ]] az Térdemre,  || s. olÿ iszonÿu nagÿ Fáÿdalom űtkoezőt mjnd az két Lábomban hertelenseggel,  || 
LobkPopp. 68.	1639-04-27	1639			Poppel Éva	Batthyány Ádám	nemes	 Azt  [[remenlem  uala ]] magamban  || hogÿ immar minden Niaualiambul kj szabadultam,  || de az Úr Isten megint ujonan eresztette elliöbeni !niaualimat ream,  || 
LobkPopp. 72.	1639-07-23	1639			Poppel Éva	Batthyány Ádám	nemes	 Mulatságnak okáért be mentem uala ma Ebéd utan Szalonakra,  || s ot {\!kűsz }kétséges hirrel  [[beszellik  uala  ||]]  hogÿ megh holt uolna az kissebbik leánkátok,  || kin sziuem szerent busulok  || s- kősergek.  || 
LobkPopp. 73.	1639-07-24	1639			Poppel Éva	Batthyány Ádám	nemes	 ma@ is szinten be  [[akarom  uala ]] Louaimat fogatnj,  || azonban érkezék Nemsem,  || s- megh mondá  || hogÿ el uitték immár Uÿuará,  || s- ugÿ hallasztám el ismet utamat,  || 
Nád. p. 3	1550-02-26	1550			Nádasdy Tamás	Kanizsay Orsolya	nemes	 Király Bécsbe  [[akar  vala ]] vünynyi Bottyáni urammal,  ||de || hogy megértém betegségedet,  ||elkéredzém hozzád. || 
Nád. p. 4–5	1551-07-31	1551			Nádasdy Tamás	Kanizsay Orsolya	nemes	 Herbersteiner uram is azt írá vala,  || hogy egészségbe volnál,  || igen is  [[köszöni  vala,  ||]]  hogy gyakran látogatnád meg külömb-külömbféle jó gyümölcsökkel,  || kiért Isten neked jót adjon.  || 
Nád. p. 4–5	1551-07-31	1551			Nádasdy Tamás	Kanizsay Orsolya	nemes	 Azt is  [[írja  vala,  ||]]  hogy ez mastani hónak heted napjánn adta volna egy kötés leveledet Pécsy Farkas kezébe,  || ki szegény gróf uram tolmácsa vala,  || hogy nekem hozza,  || de még sem Farkast, sem az leveleket nem láttam.  || 
Nád. p. 6	1552-09-04	1552			Nádasdy Tamás	Kanizsay Orsolya	nemes	 úgy találám az két királyt és az kis herczeget,  || hogy szüntén misére  [[mennek  vala.  ||]]  
Nád. p. 6	1552-09-04	1552			Nádasdy Tamás	Kanizsay Orsolya	nemes	 nem  [[akarom  vala ]] kezeket fognyi mondván,  || hogy pestisből jövök,  || de nem akarának egyebet tenni benne.  || 
Nád. p. 8	1553-01-15	1553			Nádasdy Tamás	Kanizsay Orsolya	nemes	 ez szók engemet és bán uramat  [[illetik  vala,  ||]]  de hallgat  || az ki tudja.  || 
Nád. p. 12	1554-12-04	1554			Nádasdy Tamás	Kanizsay Orsolya	nemes	 Megbocsásad, || hogy az vásárlás eddig mulék,  || mert az nyusztos emberrel soha véget nem  [[érek  vala,  ||]]  és ha Guzman uram nem {leszen vala,  ||} ugyan el {kelly vala }hadnom,  || 
Nád. p. 12	1554-12-04	1554			Nádasdy Tamás	Kanizsay Orsolya	nemes	 még sem vühetém különben véghez,  || hanem két czímerrel kellyeték megvennem az nyuzba,  || jól lehet egyikkel  [[megérem  vala,  ||]]  de egyiket az másik nélkül nem vehetem jó módon meg,  || 
Nád. p. 14	1555-12-20	1555			Nádasdy Tamás	Kanizsay Orsolya	nemes	 Azt  [[állétom  vala,  ||]]  hogy én ez héten haza mehessek,  || de igen félek rajta,  || hogy még az innepre es király haza bocsásson:  || 
Nád. p. 14	1555-12-20	1555			Nádasdy Tamás	Kanizsay Orsolya	nemes	 ki ha történik,  || soha gyermekségemtől fogva nehezben nem esett egyszer haza nem menésem,  || mint ezúttal;  || mert bizonynyal szívem szerént  [[kévánom  vala,  ||]]  ha mind tégedet s mind Ferkót {láthatom vala.  ||} 
Nád. p. 18	1557-09-16	1557			Nádasdy Tamás	Kanizsay Orsolya	nemes	 Az bolt előtt való pitvarba vagyon,  || mert Kinsperger uramat  [[várjok  vala  ||]]  és én tetetém bé az kis pitvarba.  || 
Nád. p. 23–24	1558-06-08	1558			Nádasdy Tamás	Kanizsay Orsolya	nemes	 Boldizsár deákot ma  [[várom  vala ]] meg,  || 
Nád. p. 24–25	1558-06-25	1558			Nádasdy Tamás	Kanizsay Orsolya	nemes	Továbbá, || mikor eljüvék tűled,  || [[mondod  vala, ||]]  hogy valami zsinórt adsz,  || kihez képest itt egy ruhának valót vegyek,  || de elfeledted,  || 
Nád. p. 28–29	1558-10-15	1558			Nádasdy Tamás	Kanizsay Orsolya	nemes	 Tudom || hogy  [[mondod  vala ]] egyször,  || hogy czukarom kandit küldjünk  || s ne talán tán mast es azt kérted,  || de Balázs deák nem tudja megmondani.  || 
Nád. p. 35–36	1559-02-08	1559			Nádasdy Tamás	Kanizsay Orsolya	nemes	 de azért  [[félek  vala,  ||]]  hogy miért felűltettelek vala,  || hogy eljüsz.  || 
Nád. p. 38	1559-03-24	1559			Nádasdy Tamás	Kanizsay Orsolya	nemes	 Ezzel vigasztalom magamat,  ||hogy || ha  [[elbocsátnak  vala ]] is,  ||!húse hétfőn esmég ide kellett volna indulnunk. || 
Nád. p. 39	1559-04-29	1559			Nádasdy Tamás	Kanizsay Orsolya	nemes	 Es igen pörlünk  || hamorabb leszen az hazamenés,  || hogynem mint  [[vélem  vala;  ||]]  de előbb Bécsbe kell mennem az vár dolgáért.  || 
Nád. p. 40–41	1559-05-16	1559			Nádasdy Tamás	Kanizsay Orsolya	nemes	 Ha az kerbéli aszalóház  [[megkészülhet  vala,  ||]]  tahát mind veled egyetemben ott akartam laknom,  || 
Nád. p. 45	1559-10-14	1559			Nádasdy Tamás	Kanizsay Orsolya	nemes	 Én is ahhoz@ képest oda  [[akarok  vala ]] mennöm.  || 
Nád. p. 47–51	1559-11-16-2	1559			Nádasdy Tamás	Kanizsay Orsolya	nemes	 bátor idején éhezni készüljön;  || mert az szegén ücsédnek az tiedből sem  [[mer  vala ]] enni adnyi;  || bizony Becsérből inkább kéméli;  || de ám az ű dolga;  || én eluntam az ű meséit.  || 
Nád. p. 55–56	1560-03-17	1560			Nádasdy Tamás	Kanizsay Orsolya	nemes	 Az mint én nekem írtál vala az Perneszit György felől,  || hogy éltében örömest szembe volt volna velem,  ||én is || ha lehetséges lött volna  ||örömöst szembe löttem volna vele, || mivelhogy régi esmerőm volt  || és atyámfia gyanánt tartottam  || és nem csak ő érte, hanem főképpen érted akartam haza menni,  || ha lehetséges  [[leszen  vala,  ||]]  
Nád. p. 58–59	1560-12-05	1560			Nádasdy Tamás	Kanizsay Orsolya	nemes	 Az viza máját, ikráját és bélit szintén !jólkort hozák,  || hogy immár ebédhöz  [[készölök  vala  ||]]  és meghagyám,  || hogy !mindjárás az májába megsössenek.  || 
Nád. p. 63–64	1560-12-19	1560			Nádasdy Tamás	Kanizsay Orsolya	nemes	 Ám || hogy mindketten  [[fekszünk  vala,  ||]]  tudod || mint őrözték;  || őrözte csak az isten.  || 
Nád. p. 64–5	1560-12-21	1560			Nádasdy Tamás	Kanizsay Orsolya	nemes	 Tennap nem merék illyen nyilvánn izennem Szalay Páltúl,  || mert  [[félek  vala ]] mindazon tennapi naptúl s mindez elmult éjétűl, s mind mátul,  ||de || legyen hála az mindenható úr Istennek  ||elszaladék ||és || aztúl megválva,  || hogy az fogyatkozás miatt erőtlen vagyok,  ||ma kinnyeben indulhatnék mindazonáltal innéd haza, || hogy nem mint onnét hazól indultam ide  ||és || Isten úgy segél,  || hogyha ott patikák és doktorok volnának,  ||holnap haza indulnék. || 
Nád. p. 80–81	1550-10-07	1550			Kanizsay Orsolya	Nádasdy Tamás	nemes	 Kdnek  [[könyörög  vala ]] Ádám deák,  || hogy egy kű szállott volna le az mi molnunkról,  || ki csak két újjnyi volna;  || Kd az ű molnára engednéje;  || megszolgálja Kdnek.  || 
Nád. p. 81	1550-10-14	1550			Kanizsay Orsolya	Nádasdy Tamás	nemes	[[ kívánja  vala,  ||]]  hogyha Kd vele lehetne,  ||de || hogy Kd vele nem lehet,  ||kére, || hogy írnék Kdnek,  || hogy írnék Méray uramnak, az többinek is,  || az kinek Kd akarja,  || hogy lennének mellette.  || 
Nád. p. 82	1550-10-20	1550			Kanizsay Orsolya	Nádasdy Tamás	nemes	 bizony igen  [[várom  vala ]] Kdet,  || hogy ha az úr Isten {engedi vala,  ||} de csak az úr Isten tartsa meg Kdet békével és egészséggel mind azokkal,  || a kikkel Kd kívánja,  || 
Nád. p. 82	1550-10-20	1550			Kanizsay Orsolya	Nádasdy Tamás	nemes	 továbbá im megküldtem Kdnek az szent Orsolya asszony bélesét, czipót is, pereczet is, sóstejet is és itt való halat is;  || de az öregét bizony immár  [[főzik  vala  ||]]  vagy három tálra hogy juta Farkas uram,  || de mindazáltal alkalmasok azok is,  || a kiket Kdnek küldtem,  || ha elevenen mehet.  || 
Nád. p. 85	1552-03-27	1552			Kanizsay Orsolya	Nádasdy Tamás	nemes	 Továbbá értöm az Kd leveléből,  || hogy Kdet az úr Isten megmentette volna azoktúl,  || kiktűl én  [[félek  vala.  ||]]  
Nád. p. 85	1552-03-27	1552			Kanizsay Orsolya	Nádasdy Tamás	nemes	 Ma vecsernyére  [[harangoznak  vala,  ||]]  hogy az Kd levelét hozák,  ||azonnal || mihelyt megírtam az levelet,  ||elküldtem. || 
Nád. p. 100	1557-06-30	1557			Kanizsay Orsolya	Nádasdy Tamás	nemes	bizony || ha Kdnek jó akaratja  [[leszen  vala,  ||]] látja Isten, || hogy nagy szüvem szerént {megyek vala,  ||} még mast es !oramöst mennék,  || ha Kd akarnája,  || de !mag úgy legyen,  || mint Kd akarja.  || 
Nád. p. 101	1557-11-08	1557			Kanizsay Orsolya	Nádasdy Tamás	nemes	Az orczám, || hogy Kd itthon vala  ||is  [[viszket  vala, ||]]  ha Kdnek eszébe jutna,  || mondtam is Kdnek,  || 
Nád. p. 104–105	1559-05-26	1559			Kanizsay Orsolya	Nádasdy Tamás	nemes	 És hogy én magamat avval  [[kinálom  vala,  ||]] hogy || ha én télem !kilep levelet kiván az Kdétől,  ||kész voltam volna mekadnom ő Kmének az Kd parancsolagyja szerént. || 
Nád. p. 110–111	1560-12-10	1560			Kanizsay Orsolya	Nádasdy Tamás	nemes	 Szintén úgy vagyon nekem ez levél késéssel dolgom,  || mint Kd  [[mondja  vala ]] az orvosság hozásrúl,  || hogy addig sok változás lehet,  || míg alá jűnek az orvossággal.  || 
Nád. p. 112–113	1561-11-08	1561			Kanizsay Orsolya	Nádasdy Tamás	nemes	 Ferenczet csötörtökön  [[kell  vala ]] lölni az hidegnek;  || de csak az módját mutatá,  || azt is csak szünte vacsorakort;  || immár holnap elválik,  || valamire az úr Isten ű szent felsége választja,  || legyen áldott az ű szent neve.  || 
Nád. p. 117–119	1542-12-26	1542			Nádasdy Anna	Nádasdy Tamás, Szalay János	nemes	én || ikaz ||mastan  [[akarom  vala ]] megkevesétenem őket || és az Ktek írásából míjeltem volna,  || hogy Ktek azt írta vala,  || hogy minden neme !rendbei ember, csak ahhoz tarthatja makát,  || az mennyire értéke vagyon rá,  || 
Nád. p. 127–129	1548-01-12	1548			Nádasdy Anna	Nádasdy Tamás	nemes	 Bika Emre uramat is eremest  [[elbocsátja  vala ]] A,  ||de || mert hogy mind eleitel fogva ellentartó volt benne,  ||T az okáért nem kildé, || hogy azt tudnája T,  || hogy csak ű !buzonságára kitte volna be  || és inkább eszét vesztenéje a dolognak.  || 
Nád. p. 127–129	1548-01-12	1548			Nádasdy Anna	Nádasdy Tamás	nemes	 Továbbá Ali csausz ismég innend mene bel,  || ki igen bíztata,  || az mennyire ő nekik kell hinni,  || én télem azt  [[kérdi  vala,  ||]]  ha értettem,  || ha vagyon az német pártra az T-nek valami szava,  || vagy nincs.  || 
Nád. p. 132–133	1548-05-08	1548			Nádasdy Anna	Nádasdy Tamás	nemes	 az jó ló felől megbocsásson Kd,  || mert bizon vala,  || az mint meg is írtam vala Kdnek,  || de Ferencz uram kildte érette,  || kit bizony semmiképen nem  [[adhatok  vala,  ||]]  de azt izené ő kme,  || hogy valamikort és mely órában kéretem,  || mindjárást megadja,  || nem csak azt,  || de az evét sem tartja télem.  || 
Nád. p. 138–139	1549-02-18	1549			Nádasdy Anna	Nádasdy Tamás	nemes	 Továbbá ez mai napon juta András uram fiamnak levele,  || kiből értem,  || hogy az ő kme anyja ez elmult szerdán megholt,  || mely dologról akarnám,  || ha jobb hírt írhattam volna Kdnek,  || kit bizonyában igen bánok,  || mert tudom,  || hogy az édes fiamnak nagyobb gondja leszen  || és azt is  [[tudom  vala,  ||]]  hogy az édes leányomnak én helembe való anyja lett volna,  || mert esmertem ő kmét  || és igen mondhatatlan jó ember vala,  || de hiszem,  || hogy az Istennek így volt kellemetes  || és az ő szent akaratjának mindenben be kell teljesedni.  || 
